"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","서비스_업종_코드","서비스_업종_코드_명","점포_수","유사_업종_점포_수","개업_율","개업_점포_수","폐업_률","폐업_점포_수","프랜차이즈_점포_수"
2020,2,"A","골목상권",1000751,"사당로23나길","CS100003","일식음식점",0,0,0,0,0,0,0
2020,3,"A","골목상권",1000751,"사당로23나길","CS100003","일식음식점",0,0,0,0,0,0,0
2019,1,"A","골목상권",1000751,"사당로23나길","CS100004","양식음식점",0,1,0,0,0,0,1
2019,2,"A","골목상권",1000751,"사당로23나길","CS100004","양식음식점",0,0,0,0,0,1,0
2019,3,"A","골목상권",1000751,"사당로23나길","CS100004","양식음식점",0,0,0,0,0,0,0
2019,4,"A","골목상권",1000751,"사당로23나길","CS100004","양식음식점",0,0,0,0,0,0,0
2020,1,"A","골목상권",1000751,"사당로23나길","CS100004","양식음식점",0,0,0,0,0,0,0
2020,2,"A","골목상권",1000751,"사당로23나길","CS100004","양식음식점",0,0,0,0,0,0,0
2020,3,"A","골목상권",1000751,"사당로23나길","CS100004","양식음식점",0,0,0,0,0,0,0
2019,1,"A","골목상권",1000751,"사당로23나길","CS100005","제과점",0,0,0,0,0,0,0
2019,2,"A","골목상권",1000751,"사당로23나길","CS100005","제과점",0,0,0,0,0,0,0
2019,3,"A","골목상권",1000751,"사당로23나길","CS100005","제과점",0,0,0,0,0,0,0
2019,4,"A","골목상권",1000751,"사당로23나길","CS100005","제과점",0,0,0,0,0,0,0
2020,1,"A","골목상권",1000751,"사당로23나길","CS100005","제과점",0,0,0,0,0,0,0
2020,2,"A","골목상권",1000751,"사당로23나길","CS100005","제과점",0,0,0,0,0,0,0
2020,3,"A","골목상권",1000751,"사당로23나길","CS100005","제과점",0,0,0,0,0,0,0
2019,1,"A","골목상권",1000751,"사당로23나길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2019,2,"A","골목상권",1000751,"사당로23나길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2019,3,"A","골목상권",1000751,"사당로23나길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2019,4,"A","골목상권",1000751,"사당로23나길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2020,1,"A","골목상권",1000751,"사당로23나길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2020,2,"A","골목상권",1000751,"사당로23나길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2020,3,"A","골목상권",1000751,"사당로23나길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2019,1,"A","골목상권",1000751,"사당로23나길","CS100007","치킨전문점",0,0,0,0,0,0,0
2019,2,"A","골목상권",1000751,"사당로23나길","CS100007","치킨전문점",0,0,0,0,0,0,0
2019,3,"A","골목상권",1000751,"사당로23나길","CS100007","치킨전문점",1,1,100,1,0,0,0
2019,4,"A","골목상권",1000751,"사당로23나길","CS100007","치킨전문점",1,1,0,0,0,0,0
2020,1,"A","골목상권",1000751,"사당로23나길","CS100007","치킨전문점",1,1,0,0,0,0,0
2020,2,"A","골목상권",1000751,"사당로23나길","CS100007","치킨전문점",1,1,0,0,0,0,0
2020,3,"A","골목상권",1000751,"사당로23나길","CS100007","치킨전문점",0,0,0,0,0,1,0
2019,1,"A","골목상권",1000751,"사당로23나길","CS100008","분식전문점",0,0,0,0,0,0,0
2019,2,"A","골목상권",1000751,"사당로23나길","CS100008","분식전문점",0,0,0,0,0,0,0
2019,3,"A","골목상권",1000751,"사당로23나길","CS100008","분식전문점",0,0,0,0,0,0,0
2019,4,"A","골목상권",1000751,"사당로23나길","CS100008","분식전문점",0,0,0,0,0,0,0
2020,1,"A","골목상권",1000751,"사당로23나길","CS100008","분식전문점",0,0,0,0,0,0,0
2020,2,"A","골목상권",1000751,"사당로23나길","CS100008","분식전문점",0,0,0,0,0,0,0
2020,3,"A","골목상권",1000751,"사당로23나길","CS100008","분식전문점",0,0,0,0,0,0,0
2019,1,"A","골목상권",1000751,"사당로23나길","CS100009","호프-간이주점",2,2,0,0,0,0,0
2019,2,"A","골목상권",1000751,"사당로23나길","CS100009","호프-간이주점",2,2,0,0,0,0,0
2019,3,"A","골목상권",1000751,"사당로23나길","CS100009","호프-간이주점",2,2,0,0,0,0,0
2019,4,"A","골목상권",1000751,"사당로23나길","CS100009","호프-간이주점",2,2,0,0,0,0,0
2020,1,"A","골목상권",1000751,"사당로23나길","CS100009","호프-간이주점",2,2,0,0,0,0,0
2020,2,"A","골목상권",1000751,"사당로23나길","CS100009","호프-간이주점",2,2,0,0,0,0,0
2020,3,"A","골목상권",1000751,"사당로23나길","CS100009","호프-간이주점",2,2,0,0,0,0,0
2019,1,"A","골목상권",1000751,"사당로23나길","CS100010","커피-음료",0,0,0,0,0,0,0
2019,2,"A","골목상권",1000751,"사당로23나길","CS100010","커피-음료",0,0,0,0,0,0,0
2019,3,"A","골목상권",1000751,"사당로23나길","CS100010","커피-음료",1,1,100,1,0,0,0
2019,4,"A","골목상권",1000751,"사당로23나길","CS100010","커피-음료",1,1,0,0,0,0,0
2020,1,"A","골목상권",1000751,"사당로23나길","CS100010","커피-음료",1,1,0,0,0,0,0
2020,2,"A","골목상권",1000751,"사당로23나길","CS100010","커피-음료",1,1,0,0,0,0,0
2020,3,"A","골목상권",1000751,"사당로23나길","CS100010","커피-음료",1,1,0,0,0,0,0
2019,1,"A","골목상권",1000753,"사당로29길","CS100001","한식음식점",8,10,0,0,10,1,2
2019,2,"A","골목상권",1000753,"사당로29길","CS100001","한식음식점",9,11,9,1,0,0,2
2019,3,"A","골목상권",1000753,"사당로29길","CS100001","한식음식점",9,11,0,0,0,0,2
2019,4,"A","골목상권",1000753,"사당로29길","CS100001","한식음식점",9,11,0,0,0,0,2
2020,1,"A","골목상권",1000753,"사당로29길","CS100001","한식음식점",9,11,9,1,18,2,2
2020,2,"A","골목상권",1000753,"사당로29길","CS100001","한식음식점",8,10,0,0,10,1,2
2020,3,"A","골목상권",1000753,"사당로29길","CS100001","한식음식점",9,11,9,1,0,0,2
2019,1,"A","골목상권",1000753,"사당로29길","CS100002","중식음식점",0,0,0,0,0,0,0
2019,2,"A","골목상권",1000753,"사당로29길","CS100002","중식음식점",0,0,0,0,0,0,0
2019,3,"A","골목상권",1000753,"사당로29길","CS100002","중식음식점",0,0,0,0,0,0,0
2019,4,"A","골목상권",1000753,"사당로29길","CS100002","중식음식점",0,0,0,0,0,0,0
2020,1,"A","골목상권",1000753,"사당로29길","CS100002","중식음식점",0,0,0,0,0,0,0
2020,2,"A","골목상권",1000753,"사당로29길","CS100002","중식음식점",0,0,0,0,0,0,0
2020,3,"A","골목상권",1000753,"사당로29길","CS100002","중식음식점",0,0,0,0,0,0,0
2019,1,"A","골목상권",1000753,"사당로29길","CS100003","일식음식점",1,1,0,0,0,0,0
2019,2,"A","골목상권",1000753,"사당로29길","CS100003","일식음식점",1,1,0,0,0,0,0
2019,3,"A","골목상권",1000753,"사당로29길","CS100003","일식음식점",1,1,0,0,0,0,0
2019,4,"A","골목상권",1000753,"사당로29길","CS100003","일식음식점",1,1,100,1,100,1,0
2020,1,"A","골목상권",1000753,"사당로29길","CS100003","일식음식점",1,1,0,0,0,0,0
2020,2,"A","골목상권",1000753,"사당로29길","CS100003","일식음식점",1,1,0,0,0,0,0
2020,3,"A","골목상권",1000753,"사당로29길","CS100003","일식음식점",1,1,0,0,0,0,0
2019,1,"A","골목상권",1000753,"사당로29길","CS100004","양식음식점",1,1,0,0,0,0,0
2019,2,"A","골목상권",1000753,"사당로29길","CS100004","양식음식점",0,0,0,0,0,1,0
2019,3,"A","골목상권",1000753,"사당로29길","CS100004","양식음식점",0,0,0,0,0,0,0
2019,4,"A","골목상권",1000753,"사당로29길","CS100004","양식음식점",0,0,0,0,0,0,0
2020,1,"A","골목상권",1000753,"사당로29길","CS100004","양식음식점",1,1,100,1,0,0,0
2020,2,"A","골목상권",1000753,"사당로29길","CS100004","양식음식점",1,1,0,0,0,0,0
2020,3,"A","골목상권",1000753,"사당로29길","CS100004","양식음식점",1,1,0,0,0,0,0
2019,1,"A","골목상권",1000753,"사당로29길","CS100005","제과점",0,0,0,0,0,0,0
2019,2,"A","골목상권",1000753,"사당로29길","CS100005","제과점",0,0,0,0,0,0,0
2019,3,"A","골목상권",1000753,"사당로29길","CS100005","제과점",0,0,0,0,0,0,0
2019,4,"A","골목상권",1000753,"사당로29길","CS100005","제과점",0,0,0,0,0,0,0
2020,1,"A","골목상권",1000753,"사당로29길","CS100005","제과점",0,0,0,0,0,0,0
2020,2,"A","골목상권",1000753,"사당로29길","CS100005","제과점",0,0,0,0,0,0,0
2020,3,"A","골목상권",1000753,"사당로29길","CS100005","제과점",0,0,0,0,0,0,0
2019,1,"A","골목상권",1000753,"사당로29길","CS100006","패스트푸드점",1,3,0,0,0,0,2
2019,2,"A","골목상권",1000753,"사당로29길","CS100006","패스트푸드점",1,3,0,0,0,0,2
2019,3,"A","골목상권",1000753,"사당로29길","CS100006","패스트푸드점",1,3,0,0,0,0,2
2019,4,"A","골목상권",1000753,"사당로29길","CS100006","패스트푸드점",1,4,25,1,0,0,3
2020,1,"A","골목상권",1000753,"사당로29길","CS100006","패스트푸드점",1,4,0,0,0,0,3
2020,2,"A","골목상권",1000753,"사당로29길","CS100006","패스트푸드점",1,4,0,0,0,0,3
2020,3,"A","골목상권",1000753,"사당로29길","CS100006","패스트푸드점",1,4,0,0,0,0,3
2019,1,"A","골목상권",1000753,"사당로29길","CS100007","치킨전문점",2,5,20,1,0,0,3
2019,2,"A","골목상권",1000753,"사당로29길","CS100007","치킨전문점",2,5,0,0,0,0,3
2019,3,"A","골목상권",1000753,"사당로29길","CS100007","치킨전문점",1,4,0,0,0,0,3
2019,4,"A","골목상권",1000753,"사당로29길","CS100007","치킨전문점",2,4,0,0,25,1,2
2020,1,"A","골목상권",1000753,"사당로29길","CS100007","치킨전문점",2,5,20,1,0,0,3
2020,2,"A","골목상권",1000753,"사당로29길","CS100007","치킨전문점",2,5,0,0,0,0,3
2020,3,"A","골목상권",1000753,"사당로29길","CS100007","치킨전문점",2,5,0,0,0,0,3
2019,1,"A","골목상권",1000753,"사당로29길","CS100008","분식전문점",0,0,0,0,0,0,0
2019,2,"A","골목상권",1000753,"사당로29길","CS100008","분식전문점",0,0,0,0,0,0,0
2019,3,"A","골목상권",1000753,"사당로29길","CS100008","분식전문점",1,1,0,0,0,0,0
2019,4,"A","골목상권",1000753,"사당로29길","CS100008","분식전문점",0,0,0,0,0,0,0
2020,1,"A","골목상권",1000753,"사당로29길","CS100008","분식전문점",0,1,0,0,0,0,1
2020,2,"A","골목상권",1000753,"사당로29길","CS100008","분식전문점",0,1,0,0,0,0,1
2020,3,"A","골목상권",1000753,"사당로29길","CS100008","분식전문점",0,1,0,0,0,0,1
2019,1,"A","골목상권",1000753,"사당로29길","CS100009","호프-간이주점",4,4,0,0,0,0,0
2019,2,"A","골목상권",1000753,"사당로29길","CS100009","호프-간이주점",4,4,0,0,0,0,0
2019,3,"A","골목상권",1000753,"사당로29길","CS100009","호프-간이주점",3,3,0,0,33,1,0
2019,4,"A","골목상권",1000753,"사당로29길","CS100009","호프-간이주점",3,3,0,0,0,0,0
2020,1,"A","골목상권",1000753,"사당로29길","CS100009","호프-간이주점",3,3,0,0,0,0,0
2020,2,"A","골목상권",1000753,"사당로29길","CS100009","호프-간이주점",3,3,0,0,0,0,0
2020,3,"A","골목상권",1000753,"사당로29길","CS100009","호프-간이주점",3,3,0,0,0,0,0
2019,1,"A","골목상권",1000753,"사당로29길","CS100010","커피-음료",3,3,0,0,0,0,0
2019,2,"A","골목상권",1000753,"사당로29길","CS100010","커피-음료",3,3,0,0,0,0,0
2019,3,"A","골목상권",1000753,"사당로29길","CS100010","커피-음료",3,3,0,0,0,0,0
2019,4,"A","골목상권",1000753,"사당로29길","CS100010","커피-음료",3,3,0,0,0,0,0
2020,1,"A","골목상권",1000753,"사당로29길","CS100010","커피-음료",4,4,25,1,0,0,0
2020,2,"A","골목상권",1000753,"사당로29길","CS100010","커피-음료",4,4,0,0,0,0,0
2020,3,"A","골목상권",1000753,"사당로29길","CS100010","커피-음료",4,5,20,1,0,0,1
2019,1,"A","골목상권",1000754,"사당로2차길","CS100001","한식음식점",7,7,0,0,0,0,0
2019,2,"A","골목상권",1000754,"사당로2차길","CS100001","한식음식점",8,8,13,1,0,0,0
2019,3,"A","골목상권",1000754,"사당로2차길","CS100001","한식음식점",7,7,0,0,14,1,0
2019,4,"A","골목상권",1000754,"사당로2차길","CS100001","한식음식점",7,8,13,1,0,0,1
2020,1,"A","골목상권",1000754,"사당로2차길","CS100001","한식음식점",6,7,0,0,14,1,1
2020,2,"A","골목상권",1000754,"사당로2차길","CS100001","한식음식점",6,7,0,0,0,0,1
2020,3,"A","골목상권",1000754,"사당로2차길","CS100001","한식음식점",6,7,0,0,0,0,1
2019,3,"A","골목상권",1000754,"사당로2차길","CS100003","일식음식점",0,0,0,0,0,0,0
2019,1,"A","골목상권",1000754,"사당로2차길","CS100004","양식음식점",0,0,0,0,0,0,0
2019,2,"A","골목상권",1000754,"사당로2차길","CS100004","양식음식점",0,0,0,0,0,0,0
2019,3,"A","골목상권",1000754,"사당로2차길","CS100004","양식음식점",0,0,0,0,0,0,0
2019,4,"A","골목상권",1000754,"사당로2차길","CS100004","양식음식점",0,0,0,0,0,0,0
2020,1,"A","골목상권",1000754,"사당로2차길","CS100004","양식음식점",0,0,0,0,0,0,0
2020,2,"A","골목상권",1000754,"사당로2차길","CS100004","양식음식점",0,0,0,0,0,0,0
2020,3,"A","골목상권",1000754,"사당로2차길","CS100004","양식음식점",0,0,0,0,0,0,0
2019,1,"A","골목상권",1000754,"사당로2차길","CS100005","제과점",1,2,0,0,0,0,1
2019,2,"A","골목상권",1000754,"사당로2차길","CS100005","제과점",1,2,0,0,0,0,1
2019,3,"A","골목상권",1000754,"사당로2차길","CS100005","제과점",1,2,0,0,0,0,1
2019,4,"A","골목상권",1000754,"사당로2차길","CS100005","제과점",1,2,0,0,0,0,1
2020,1,"A","골목상권",1000754,"사당로2차길","CS100005","제과점",0,1,0,0,0,0,1
2020,2,"A","골목상권",1000754,"사당로2차길","CS100005","제과점",0,1,0,0,0,0,1
2020,3,"A","골목상권",1000754,"사당로2차길","CS100005","제과점",1,2,50,1,0,0,1
2019,1,"A","골목상권",1000754,"사당로2차길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2019,2,"A","골목상권",1000754,"사당로2차길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2019,3,"A","골목상권",1000754,"사당로2차길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2019,4,"A","골목상권",1000754,"사당로2차길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2020,1,"A","골목상권",1000754,"사당로2차길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2020,2,"A","골목상권",1000754,"사당로2차길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2020,3,"A","골목상권",1000754,"사당로2차길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2019,1,"A","골목상권",1000754,"사당로2차길","CS100007","치킨전문점",0,1,0,0,0,0,1
2019,2,"A","골목상권",1000754,"사당로2차길","CS100007","치킨전문점",0,1,0,0,0,0,1
2019,3,"A","골목상권",1000754,"사당로2차길","CS100007","치킨전문점",0,1,0,0,0,0,1
2019,4,"A","골목상권",1000754,"사당로2차길","CS100007","치킨전문점",0,1,0,0,0,0,1
2020,1,"A","골목상권",1000754,"사당로2차길","CS100007","치킨전문점",0,1,0,0,0,0,1
2020,2,"A","골목상권",1000754,"사당로2차길","CS100007","치킨전문점",0,1,0,0,0,0,1
2020,3,"A","골목상권",1000754,"사당로2차길","CS100007","치킨전문점",0,1,0,0,0,0,1
2019,1,"A","골목상권",1000754,"사당로2차길","CS100008","분식전문점",2,2,0,0,0,0,0
2019,2,"A","골목상권",1000754,"사당로2차길","CS100008","분식전문점",2,2,0,0,0,0,0
2019,3,"A","골목상권",1000754,"사당로2차길","CS100008","분식전문점",2,2,0,0,0,0,0
2019,4,"A","골목상권",1000754,"사당로2차길","CS100008","분식전문점",2,2,0,0,0,0,0
2020,1,"A","골목상권",1000754,"사당로2차길","CS100008","분식전문점",2,2,0,0,0,0,0
2020,2,"A","골목상권",1000754,"사당로2차길","CS100008","분식전문점",2,2,0,0,0,0,0
2020,3,"A","골목상권",1000754,"사당로2차길","CS100008","분식전문점",2,2,0,0,0,0,0
2019,1,"A","골목상권",1000754,"사당로2차길","CS100009","호프-간이주점",0,0,0,0,0,0,0
2019,2,"A","골목상권",1000754,"사당로2차길","CS100009","호프-간이주점",0,0,0,0,0,0,0
2019,3,"A","골목상권",1000754,"사당로2차길","CS100009","호프-간이주점",0,0,0,0,0,0,0
2019,4,"A","골목상권",1000754,"사당로2차길","CS100009","호프-간이주점",0,0,0,0,0,0,0
2020,1,"A","골목상권",1000754,"사당로2차길","CS100009","호프-간이주점",0,0,0,0,0,0,0
2020,2,"A","골목상권",1000754,"사당로2차길","CS100009","호프-간이주점",0,0,0,0,0,0,0
2020,3,"A","골목상권",1000754,"사당로2차길","CS100009","호프-간이주점",0,0,0,0,0,0,0
2019,1,"A","골목상권",1000754,"사당로2차길","CS100010","커피-음료",3,3,33,1,33,1,0
2019,2,"A","골목상권",1000754,"사당로2차길","CS100010","커피-음료",3,3,0,0,0,0,0
2019,3,"A","골목상권",1000754,"사당로2차길","CS100010","커피-음료",3,3,0,0,0,0,0
2019,4,"A","골목상권",1000754,"사당로2차길","CS100010","커피-음료",4,4,50,2,25,1,0
2020,1,"A","골목상권",1000754,"사당로2차길","CS100010","커피-음료",5,5,0,0,0,0,0
2020,2,"A","골목상권",1000754,"사당로2차길","CS100010","커피-음료",5,5,0,0,0,0,0
2020,3,"A","골목상권",1000754,"사당로2차길","CS100010","커피-음료",5,5,0,0,0,0,0
2019,1,"A","골목상권",1000756,"사당로8길","CS100001","한식음식점",8,10,0,0,0,0,2
2019,2,"A","골목상권",1000756,"사당로8길","CS100001","한식음식점",8,10,0,0,0,0,2
2019,3,"A","골목상권",1000756,"사당로8길","CS100001","한식음식점",8,10,0,0,0,0,2
2019,4,"A","골목상권",1000756,"사당로8길","CS100001","한식음식점",8,10,0,0,0,0,2
2020,1,"A","골목상권",1000756,"사당로8길","CS100001","한식음식점",9,11,0,0,0,0,2
2020,2,"A","골목상권",1000756,"사당로8길","CS100001","한식음식점",9,11,0,0,0,0,2
2020,3,"A","골목상권",1000756,"사당로8길","CS100001","한식음식점",9,11,0,0,0,0,2
2019,1,"A","골목상권",1000756,"사당로8길","CS100002","중식음식점",1,1,0,0,0,0,0
2019,2,"A","골목상권",1000756,"사당로8길","CS100002","중식음식점",1,1,0,0,0,0,0
2019,3,"A","골목상권",1000756,"사당로8길","CS100002","중식음식점",1,1,0,0,0,0,0
2019,4,"A","골목상권",1000756,"사당로8길","CS100002","중식음식점",1,1,0,0,0,0,0
2020,1,"A","골목상권",1000756,"사당로8길","CS100002","중식음식점",1,1,0,0,0,0,0
2020,2,"A","골목상권",1000756,"사당로8길","CS100002","중식음식점",1,1,0,0,0,0,0
2020,3,"A","골목상권",1000756,"사당로8길","CS100002","중식음식점",1,1,0,0,0,0,0
2019,1,"A","골목상권",1000756,"사당로8길","CS100003","일식음식점",0,0,0,0,0,0,0
2019,2,"A","골목상권",1000756,"사당로8길","CS100003","일식음식점",0,0,0,0,0,0,0
2019,3,"A","골목상권",1000756,"사당로8길","CS100003","일식음식점",0,0,0,0,0,0,0
2019,4,"A","골목상권",1000756,"사당로8길","CS100003","일식음식점",0,0,0,0,0,0,0
2020,1,"A","골목상권",1000756,"사당로8길","CS100003","일식음식점",0,0,0,0,0,0,0
2020,2,"A","골목상권",1000756,"사당로8길","CS100003","일식음식점",0,0,0,0,0,0,0
2020,3,"A","골목상권",1000756,"사당로8길","CS100003","일식음식점",0,0,0,0,0,0,0
2019,1,"A","골목상권",1000756,"사당로8길","CS100004","양식음식점",0,0,0,0,0,0,0
2019,2,"A","골목상권",1000756,"사당로8길","CS100004","양식음식점",0,0,0,0,0,0,0
2019,3,"A","골목상권",1000756,"사당로8길","CS100004","양식음식점",0,0,0,0,0,0,0
2019,4,"A","골목상권",1000756,"사당로8길","CS100004","양식음식점",0,0,0,0,0,0,0
2020,1,"A","골목상권",1000756,"사당로8길","CS100004","양식음식점",0,0,0,0,0,0,0
2020,2,"A","골목상권",1000756,"사당로8길","CS100004","양식음식점",0,0,0,0,0,0,0
2020,3,"A","골목상권",1000756,"사당로8길","CS100004","양식음식점",0,0,0,0,0,0,0
2019,1,"A","골목상권",1000756,"사당로8길","CS100005","제과점",0,0,0,0,0,0,0
2019,2,"A","골목상권",1000756,"사당로8길","CS100005","제과점",0,0,0,0,0,0,0
2019,3,"A","골목상권",1000756,"사당로8길","CS100005","제과점",0,0,0,0,0,0,0
2019,4,"A","골목상권",1000756,"사당로8길","CS100005","제과점",0,0,0,0,0,0,0
2020,1,"A","골목상권",1000756,"사당로8길","CS100005","제과점",1,1,100,1,0,0,0
2020,2,"A","골목상권",1000756,"사당로8길","CS100005","제과점",1,1,0,0,0,0,0
2020,3,"A","골목상권",1000756,"사당로8길","CS100005","제과점",1,1,0,0,0,0,0
2019,1,"A","골목상권",1000756,"사당로8길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2019,2,"A","골목상권",1000756,"사당로8길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2019,3,"A","골목상권",1000756,"사당로8길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2019,4,"A","골목상권",1000756,"사당로8길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2020,1,"A","골목상권",1000756,"사당로8길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2020,2,"A","골목상권",1000756,"사당로8길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2020,3,"A","골목상권",1000756,"사당로8길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2019,1,"A","골목상권",1000756,"사당로8길","CS100007","치킨전문점",1,2,0,0,0,0,1
2019,2,"A","골목상권",1000756,"사당로8길","CS100007","치킨전문점",1,2,50,1,50,1,1
2019,3,"A","골목상권",1000756,"사당로8길","CS100007","치킨전문점",1,2,0,0,0,0,1
2019,4,"A","골목상권",1000756,"사당로8길","CS100007","치킨전문점",1,2,0,0,0,0,1
2020,1,"A","골목상권",1000756,"사당로8길","CS100007","치킨전문점",1,2,0,0,0,0,1
2020,2,"A","골목상권",1000756,"사당로8길","CS100007","치킨전문점",1,1,0,0,100,1,0
2020,3,"A","골목상권",1000756,"사당로8길","CS100007","치킨전문점",1,1,0,0,0,0,0
2019,1,"A","골목상권",1000756,"사당로8길","CS100008","분식전문점",1,3,0,0,0,0,2
2019,2,"A","골목상권",1000756,"사당로8길","CS100008","분식전문점",1,3,0,0,0,0,2
2019,3,"A","골목상권",1000756,"사당로8길","CS100008","분식전문점",1,3,0,0,0,0,2
2019,4,"A","골목상권",1000756,"사당로8길","CS100008","분식전문점",1,3,0,0,0,0,2
2020,1,"A","골목상권",1000756,"사당로8길","CS100008","분식전문점",1,3,0,0,0,0,2
2020,2,"A","골목상권",1000756,"사당로8길","CS100008","분식전문점",1,3,0,0,0,0,2
2020,3,"A","골목상권",1000756,"사당로8길","CS100008","분식전문점",1,3,0,0,0,0,2
2019,1,"A","골목상권",1000756,"사당로8길","CS100009","호프-간이주점",2,2,0,0,0,0,0
2019,2,"A","골목상권",1000756,"사당로8길","CS100009","호프-간이주점",2,2,0,0,0,0,0
2019,3,"A","골목상권",1000756,"사당로8길","CS100009","호프-간이주점",2,2,0,0,0,0,0
2019,4,"A","골목상권",1000756,"사당로8길","CS100009","호프-간이주점",2,2,0,0,0,0,0
2020,1,"A","골목상권",1000756,"사당로8길","CS100009","호프-간이주점",2,2,0,0,0,0,0
2020,2,"A","골목상권",1000756,"사당로8길","CS100009","호프-간이주점",2,2,0,0,0,0,0
2020,3,"A","골목상권",1000756,"사당로8길","CS100009","호프-간이주점",2,2,0,0,0,0,0
2019,1,"A","골목상권",1000756,"사당로8길","CS100010","커피-음료",4,5,0,0,0,0,1
2019,2,"A","골목상권",1000756,"사당로8길","CS100010","커피-음료",4,5,0,0,0,0,1
2019,3,"A","골목상권",1000756,"사당로8길","CS100010","커피-음료",4,5,0,0,0,0,1
2019,4,"A","골목상권",1000756,"사당로8길","CS100010","커피-음료",4,5,0,0,0,0,1
2020,1,"A","골목상권",1000756,"사당로8길","CS100010","커피-음료",6,7,0,0,0,0,1
2020,2,"A","골목상권",1000756,"사당로8길","CS100010","커피-음료",6,7,14,1,14,1,1
2020,3,"A","골목상권",1000756,"사당로8길","CS100010","커피-음료",6,7,0,0,0,0,1
2019,1,"A","골목상권",1000758,"상도로37길","CS100001","한식음식점",19,21,0,0,0,0,2
2019,2,"A","골목상권",1000758,"상도로37길","CS100001","한식음식점",19,21,0,0,0,0,2
2019,3,"A","골목상권",1000758,"상도로37길","CS100001","한식음식점",20,21,0,0,0,0,1
2019,4,"A","골목상권",1000758,"상도로37길","CS100001","한식음식점",19,21,0,0,0,0,2
2020,1,"A","골목상권",1000758,"상도로37길","CS100001","한식음식점",18,20,0,0,5,1,2
2020,2,"A","골목상권",1000758,"상도로37길","CS100001","한식음식점",18,19,0,0,5,1,1
2020,3,"A","골목상권",1000758,"상도로37길","CS100001","한식음식점",18,19,5,1,5,1,1
2019,1,"A","골목상권",1000758,"상도로37길","CS100002","중식음식점",2,2,0,0,0,0,0
